"id","code","thumbnail","hero_image","title","category","is_vacant","is_green","leed_description","is_boma","geo_address_1","geo_address_2","geo_city","geo_province","geo_province_region","geo_country","geo_postal","geo_lat","geo_lng","geo_intersetion","sqft","vacant_sqft","description","marketing_pdf","video_url","siteplan_name","annual_average_daily_traffic","population_1km","household_1km","household_income_1km","population_3km","household_3km","household_income_3km","population_5km","household_5km","household_income_5km","social_facebook","social_twitter","social_url","vacancy_1","vacancy_2","vacancy_3","vacancy_4","vacancy_5","vacancy_6","vacancy_7","vacancy_8","vacancy_9","vacancy_10","filter_grocery_anchored","filter_urban_retail","filter_office_space","filter_under_development","sort_order","hidden","parent_name_fr","child_name_fr","leed_description_fr","geo_address_1_fr","geo_address_2_fr","geo_city_fr","geo_intersetion_fr","description_fr"
"48","CLV451","https://fcr.ca/uploads/properties/thumbs/CLV451_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CLV451_Ground2.jpg","Leaside Village","Leaside Village","0","1",NULL,"0","85 Laird Drive",,"Toronto","ON","central","Canada","M4G 3T8","43.7056128","-79.3611405","Eglinton Ave E / Laird Dr","118808",NULL,"<p>Past, present and future. We&rsquo;ve made the connection. Almost a century ago, a group of forward-thinking railway owners had a unique vision for the area known as Leaside. To create a totally new community where residential and commercial converged as one. Leaside Village was built on that very vision &ndash; a retail destination with a proven strategy, a premium location, a design that honoured the past and an environmental commitment that safeguarded the future.<br />
Leaside Village offers the ideal mix of quaint shops and major retailers. Anchored by one of the most admired Longo&rsquo;s in the city, Leaside Village has become the premium retail destination.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Leaside Village (1).pdf","33468","9852.97351706214","4138.24045328517","169230.561629834","156796.023675099","70068.9007042761","128455.202083455","471456.017411379","219796.422977784","141889.100558927","https://www.facebook.com/LeasideVillage",,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","125","0",,,,,,,,"<p>Pass&eacute;, pr&eacute;sent et futur.&nbsp;Nous avons &eacute;tabli la connexion.&nbsp;Il y a pr&egrave;s d&#39;un si&egrave;cle, un groupe de propri&eacute;taires de chemin de fer avait une vision unique pour la zone connue comme Leaside.&nbsp;Pour cr&eacute;er une toute nouvelle communaut&eacute; o&ugrave; r&eacute;sidentiel et commercial peuvent converg&eacute; en une unit&eacute;.&nbsp;Leaside Village a &eacute;t&eacute; construit selon cette vision - une destination de&nbsp;d&eacute;tail avec une strat&eacute;gie &eacute;prouv&eacute;e, un emplacement privil&eacute;gi&eacute;, une conception qui a&nbsp;honor&eacute; le pass&eacute; et un engagement environnemental qui pr&eacute;serve l&#39;avenir.<br />
&nbsp;<br />
Leaside Village offre la combinaison id&eacute;ale de boutiques pittoresques et des&nbsp;grands d&eacute;taillants.&nbsp;Ancr&eacute; par l&#39;un des plus admir&eacute;s Longo&rsquo;s dans la ville, Leaside Village est devenu la destination de&nbsp;d&eacute;tail premium <!-- P--></p>
"
"49","CLD662","https://fcr.ca/uploads/properties/thumbs/CLD662_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CLD662_Ground1.jpg","180 Laird Drive","180 Laird","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Gold Certification","0","180 Laird Drive",,"Toronto","ON","central","Canada","M4G 3V7","43.7098883","-79.3635484","Eglinton Ave E / Laird Dr","7474",NULL,"<p>Past, present and future. We&rsquo;ve made the connection. Almost a century ago, a group of forward-thinking railway owners had a unique vision for the area known as Leaside. To create a totally new community where residential and commercial converged as one. Leaside Village was built on that very vision &ndash; a retail destination with a proven strategy, a premium location, a design that honoured the past and an environmental commitment that safeguarded the future.<br />
Leaside Village offers the ideal mix of quaint shops and major retailers. Anchored by one of the most admired Longo&rsquo;s in the city, Leaside Village has become the premium retail destination.</p>
",,,,"33468","9852.97351706214","4138.24045328517","169231.561629834","156796.023675099","70068.9007042761","128456.202083455","471456.017411379","219796.422977784","141890.100558927",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0",,,,,,,,"<P> Passé, présent et futur. Nous avons établi la connexion. Il y a près d'un siècle, un groupe de propriétaires de chemin de fer avait une vision unique pour la zone connue comme Leaside. Pour créer une toute nouvelle communauté où résidentiel et commercial peuvent convergé en une unité. Leaside Village a été construit sur cette vision - une destination de détail avec une stratégie éprouvée, un emplacement privilégié, une conception qui a honoré le passé et un engagement environnemental qui préserve l'avenir. <br /> 
Leaside Village offre la combinaison idéale de boutiques pittoresques et des grands détaillants. Ancré par l'un des plus admirés Longo’s dans la ville, Leaside Village est devenu la destination de détail premium </ P>"
"50","CMG789","https://fcr.ca/uploads/properties/thumbs/CMG789_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CMG789_Ground1.jpg","Maple Grove Village","Maple Grove Village","0","1",NULL,"1","511 Maple Grove Drive",,"Oakville","ON","central","Canada","L6J 6X8","43.47933","-79.6561","Maple Grove Dr / Cornwall Rd / Constance Rd","119472",NULL,"<p>Welcome to Maple Grove Village located in southeast of Oakville. Situated in one of Canada&#39;s most affluent neighbourhood, this centre is surrounded by an abundance of established family residential homes. Anchored by Sobeys, Rexall, and Pet Valu Maple Grove Village offers a variety of amenities and services for everyday needs.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/South_Oakville_Properties-MULTI.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/MapleGroveVillage.pdf","9600","3818.30754705518","1247.95479708165","216840.358284485","32785.6488788407","10549.666994126","214539.529020028","107439.645629702","38125.6999021724","149517.517494609",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","132","0",,,,,,,,"<p>Bienvenue au Village Maple Grove situ&eacute; dans le sud d&#39;Oakville.&nbsp;Situ&eacute; dans l&#39;un des quartiers les plus riches du Canada, ce centre est entour&eacute; par une abondance de maisons d&#39;habitation pour des familles &eacute;tablies.&nbsp;Ancr&eacute; par Sobeys, Rexall et Pet Valu, Maple Grove Village offre une vari&eacute;t&eacute; d&#39;&eacute;quipements et de services pour les besoins quotidiens. <!-- P--></p>
"
"51","CMC156","https://fcr.ca/uploads/properties/thumbs/CMC156_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CMC156_Ground1.jpg","McLaughlin Corners - West","McLaughlin Corners - West","1","1",NULL,"0","10088 McLaughlin Road North",,"Brampton","ON","central","Canada","L7A 2X6","43.6962629","-79.8004133","McLaughlin Rd N / Bovaird Dr (Hwy 7) / Marycroft Crt","106039",NULL,"<p><span font-size:="""" helvetica="""" style=""font-family: adelle, "">McLaughlin Corners West is located in one of Canada&#39;s largest and fastest growing municipalities, Brampton. Strategically situated in a densely populated and diverse neighbourhood, this centre is set on an established commercial node featuring GoodLife, Shoppers Drug Mart and Royal Bank of Canada.</span></p>
","https://fcr.ca/uploads/properties/marketing-pdfs/McLaughlin_Corners.pdf",,"https://fcr.ca/uploads//properties/site-plans/McLaughlin-Corners-West.pdf","42209","9846.63838588446","2780.6491122283","99344.5608030741","132997.801832712","36969.4524046481","98448.6226291205","244069.426070903","72167.1014530858","98890.5142754543",,,,"5046","5004","1090","1016","2500","1906","0","0","0","0","0","1","0","0","139","0",,,,,,,,"<p>McLaughlin Corners Est et l&#39;Ouest sont situ&eacute;s dans l&#39;unes des municipalit&eacute;s les plus grandes et dynamiques du Canada, Brampton.&nbsp;Strat&eacute;giquement situ&eacute; dans un quartier dens&eacute;ment peupl&eacute; et diversifi&eacute;, ce centre est situ&eacute; sur un noeud commercial &eacute;tabli avec GoodLife, Shoppers Drug Mart, Canadian Tire et Leons. <!-- P--></p>
"
"52","CMC157","https://fcr.ca/uploads/properties/thumbs/CMC157_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CMC157_Ground3.JPG","McLaughlin Corners - East",,"0","1",NULL,"0","10031 McLaughlin Road North",,"Brampton","ON","central","Canada","L7A 2X6","43.6962629","-79.8004133","McLaughlin Rd N / Bovaird Dr (Hwy 7) / Marycroft Crt","15648",NULL,"<p>McLaughlin Corners East and West are located in one of Canada&#39;s largest and fastest growing municipalities, Brampton. Strategically situated in a densely populated and diverse neighbourhood, this centre is set on an established commercial node featuring GoodLife, Shoppers Drug Mart, Canadian Tire and Leons.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/McLaughlin_Corners.pdf",,,"42209","9846.63838588446","2780.6491122283","99345.5608030741","132997.801832712","36969.4524046481","98449.6226291205","244069.426070903","72167.1014530858","98891.5142754543",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","138","1",,,,,,,,"<p>McLaughlin Corners Est et l&#39;Ouest sont situ&eacute;s dans l&#39;unes municipalit&eacute;s les plus grand dynamiques du Canada, Brampton.&nbsp;Strat&eacute;giquement situ&eacute; dans un quartier dens&eacute;ment peupl&eacute; et diversifi&eacute;, ce centre est situ&eacute; sur un noeud commercial &eacute;tabli avec GoodLife, Shoppers Drug Mart, Canadian Tire et Leons. <!-- P--></p>
"
"53","CMT085","https://fcr.ca/uploads/properties/thumbs/CMT085_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CMT085_Ground3.jpg","Meadowvale Town Centre","Meadowvale Town Centre","1","1",NULL,"0","6677 Meadowvale Town Centre Cir",,"Mississauga","ON","central","Canada","L5N 2R5","43.581357","-79.759452","Winston Churchill Blvd / Aquitaine Ave / Battleford Rd","391321",NULL,"<p>Located in the fast growing and thriving metropolis of Mississauga is Meadowvale Towne Centre. Surrounded by an established family-centric neighbourhood this centre offers a variety of amenities and services. With ample parking and anchored by an array of tenants including GoodLife, Metro, Canadian Tire this shopping destination offers residents with one stop shopping.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Meadowvale_Town_Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Meadowvale-Town-Centre.pdf","33628","20264.6840227023","7870.37695966661","86282.1632584103","98220.1266277619","30980.0058849903","112881.016334272","185524.23597028","56500.7848277293","116697.996682721",,,,"19798","6489","0","0","0","0","0","0","0","0","1","1","0","0","142","0",,,,,,,,"<p>Situ&eacute; dans la m&eacute;tropole &agrave; croissance rapide et florissante de Mississauga est Meadowvale Towne Centre.&nbsp;Entour&eacute; par un quartier &eacute;tabli familial, ce centre offre une vari&eacute;t&eacute; d&#39;&eacute;quipements et services.&nbsp;Avec un grand lieu de stationnement et ancr&eacute; par un r&eacute;seau de locataires dont GoodLife, Metro, Canadian Tire cette destination de magasinage offre aux r&eacute;sidents un guichet unique. <!-- P--></p>
"
"54","CAP160","https://fcr.ca/uploads/properties/thumbs/CAP160_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CAP160_Ground1.jpg","Aquitaine Plaza","Aquitaine Plaza","0","1",NULL,"1","6750 Winston Churchill",,"Mississauga","ON","central","Canada","L5N 4C4","43.582778","-79.7650719","Winston Churchill Blvd / Aquitaine Ave / Battleford Rd","32452",NULL,"<p>Located in the fast growing and thriving metropolis of Mississauga is Meadowvale Towne Centre. Surrounded by an established family-centric neighbourhood this centre offers a variety of amenities and services making this shopping destination a one stop shop.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Meadowvale_Town_Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Aquitaine Plaza.pdf","33628","18786.0135679841","7087.50188727677","96200.8209026146","90602.8435328975","28591.0613886267","112873.220316872","167899.219325147","51722.5063186787","114120.474336035",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","17","0",,,,,,,,"<p>Situ&eacute; dans la m&eacute;tropole &agrave; croissance rapide et florissante de Mississauga est Meadowvale Towne Centre.&nbsp;Entour&eacute; par un quartier &eacute;tabli familial, ce centre offre une vari&eacute;t&eacute; d&#39;&eacute;quipements et de services faisant de cette destination de magasinage d&#39;un guichet unique. <!-- P--></p>
"
"55","CMB434","https://fcr.ca/uploads/properties/thumbs/CMB434_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CMB434_Ground2.jpg","Merchandise Building","Merchandise Building","1","1",NULL,"0","89 Gould Street",,"Toronto","ON","central","Canada","M5B 2R1","43.6580252","-79.3766613","Gould St / Dalhousie St / Mutual St (Dundas St E / Church St)","52352",NULL,"<p>Located in the heart of downtown Toronto&#39;s Church-Yonge corridor is the 20th-century industrial Chicago School architecturally inspired Merchandise Building. Originally built in 1910 for the Simpson&#39;s department store, this site is one of the largest buildings by floor area in the downtown district. Adjacent to Ryerson University, surrounded by residential student housing and high-end lofts, this site has been redeveloped and hosts a number of tenants including Metro, Subway and Ryerson University.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/MerchandiseBuilding.pdf",,"https://fcr.ca/uploads//properties/site-plans/Merchandise Building.pdf","5209","57749.9848684254","34449.1043627797","82533.5123999775","282255.226263347","156529.958115863","111193.021685404","541948.047284704","280740.08870573","114830.513952089",,,,"1882","0","0","0","0","0","0","0","0","0","1","1","0","0","144","0",,,,,,,,"<p>Situ&eacute; au c&oelig;ur du centre-ville de Toronto &lsquo; corridor Eglise-Yonge est l&rsquo;&eacute;cole industriel de Chicago d&#39;inspiration architecturale du b&acirc;timent de marchandises du 20e si&egrave;cle.&nbsp;Construit en 1910 pour le grand magasin de Simpson, ce site est l&#39;un des plus grands b&acirc;timents de surface dans le quartier du centre-ville.&nbsp;Adjacent &agrave; l&#39;Universit&eacute; Ryerson, entour&eacute; de galeries r&eacute;sidentielles de logement &eacute;tudiant et haut de gamme, ce site a &eacute;t&eacute; r&eacute;am&eacute;nag&eacute; et accueille un certain nombre de locataires dont Metro, Subway et de l&#39;Universit&eacute; Ryerson. <!-- P--></p>
"
"56","CML262","https://fcr.ca/uploads/properties/thumbs/CML262_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CML262_Ground1.jpg","Midland Lawrence Plaza","Midland Lawrence Plaza","0","1",NULL,"1","2650 Lawrence Avenue East",,"Toronto","ON","central","Canada","M1P 2S1","43.752733","-79.264041","Lawrence Ave E / Midland Ave","81636",NULL,"<p>Located towards the east of Toronto is the culturally diverse Bendale neighbourhood. Anchored by Fresco and TD Canada Trust, this bustling centre services this densely populated family neighbourhood. Conveniently located at a high traffic intersection with regular TTC bus service and near HWY 401, this centre is not only easily accessible but noticeable from blocks away.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/MidlandLawrencePlaza (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/MidlandLawrence Plaza.pdf","55183","13023.9694486812","4205.75361050293","70555.8276852143","125067.482430905","45381.5203298954","70597.1569763726","341635.555097118","124841.99953098","75271.8110319386",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","145","0",,,,,,,,"<p>Situ&eacute; &agrave; l&#39;est de Toronto, est le quartier Bendale culturellement diversifi&eacute;.&nbsp;Ancr&eacute; par Fresco et TD Canada Trust, ce centre anim&eacute; service ce quartier dens&eacute;ment peupl&eacute; qui est orient&eacute; vers la famille.&nbsp;Id&eacute;alement situ&eacute; &agrave; une intersection de trafic avec un service de bus TTC r&eacute;gulier et pr&egrave;s de l&#39;autoroute 401, ce centre est non-seulement facilement accessible, mais visible &agrave; partir de loin. <!-- P--></p>
"
"57","CMC208","https://fcr.ca/uploads/properties/thumbs/CMC208_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CMC208_Ground1.jpg","Morningside Crossing","Morningside Crossing","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","1","4525 Kingston Road",,"Toronto","ON","central","Canada","M1E 2P1","43.7710854","-79.1842883","Morningside Ave / Kingston Rd","193280",NULL,"<p>Towards the east of Toronto, in the highly populated West Hill neighbourhood is a strong retail node that stretches across 3 major roads, known as Morningside Crossing. This strong family oriented neighbourhood has shown continuous growth making it an ideal location. Adjacent properties include Kingston Square and Kingston Square West with notable tenants GoodLife, Dollarama, Starbucks and many more, making this a notable shopping mecca.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Morningside_Crossing.pdf",,"https://fcr.ca/uploads//properties/site-plans/Morningside-Crossing.pdf","52210","16304.2351248236","6355.22132719448","61053.5759604712","80398.3380377479","28070.0654355269","85333.6579519466","210888.227438413","70982.2858613553","85737.1260951474",,,,"0","0","0","0","0","0","0","0","0","0","1","1","1","0","146","0",,,,,,,,"<p>Vers l&#39;est de Toronto, dans le quartier tr&egrave;s peupl&eacute; de West Hill est un noeud de d&eacute;tail forte qui s&rsquo;&eacute;tend sur 3 routes principales, connues sous le nom de Morningside Crossing.&nbsp;Ce quartier fortement orient&eacute; vers la famille a montr&eacute; une croissance continuelle qui en fait un emplacement id&eacute;al. Des propri&eacute;t&eacute;s qui sont proches sont Kingston Square et Kingston Square West avec des locataires r&eacute;put&eacute;s comme GoodLife, Dollarama, Starbucks et beaucoup d&#39;autres, ce qui en fait un lieu de magasinage notable. <!-- P--></p>
"
"58","CKS109","https://fcr.ca/uploads/properties/thumbs/CKS109_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CKS109_Ground1.jpg","Kingston Square","Kingston Square","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","1","4435-4479 Kingston Road",,"Toronto","ON","central","Canada","M1E 2N7","43.7696141","-79.187042","Morningside Ave / Kingston Rd","71312",NULL,"<p>Towards the east of Toronto, in the highly populated West Hill neighbourhood is a strong retail node that stretches across 3 major roads, known as Morningside Crossing. This strong family oriented neighbourhood has shown continuous growth making it an ideal location. Adjacent properties include Kingston Square and Kingston Square West with notable tenants GoodLife, Dollarama, Starbucks and many more, making this a notable shopping mecca.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Morningside_Crossing.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Kingston_Square.pdf","52210","16021.3723919746","6391.00077901175","59469.493464729","80163.5965927988","28002.3348867651","84346.9218715057","213560.223766528","72073.8351437198","85441.4802123025",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","109","0",,,,,,,,"<p>Vers l&#39;est de Toronto, dans le quartier tr&egrave;s peupl&eacute; de West Hill est un noeud de d&eacute;tail forte qui &eacute;tend sur 3 routes principales, connues sous le nom de Morningside Crossing.&nbsp;Ce quartier fortement orient&eacute; vers la famille a montr&eacute; une croissance continuelle qui en fait un emplacement id&eacute;al. Des propri&eacute;t&eacute;s qui sont proches sont Kingston Square et Kingston Square West avec des locataires r&eacute;put&eacute;s comme GoodLife, Dollarama, Starbucks et beaucoup d&#39;autres, ce qui en fait un lieu de magasinage notable. <!-- P--></p>
"
